N,P,K,temperature,humidity,ph,rainfall,label,Year before price(/quintal),Current price(/quintal),Percentage increase in price,recomandation
91,24,55,26.27061608,83.09194521,6.259086583,46.76837499,watermelon,1070,1980,85.04672897,watermelon
110,21,54,26.73690828,87.82430156,6.747537642,47.46447019,watermelon,1127,1251,11.00266193,watermelon
112,25,51,25.04746944,85.5667282,6.932537231,56.72496677,watermelon,1375,1496,8.8,watermelon
89,25,54,24.69368934,85.56967628,6.353107393,48.99390828,watermelon,1384,1977,42.84682081,watermelon
100,10,53,24.54356968,84.60808277,6.211748957,42.00660251,watermelon,1420,1847,30.07042254,watermelon
83,22,54,25.89762315,81.96664832,6.277245254,54.49960057,watermelon,1147,1500,30.77593723,watermelon
95,14,50,26.6333118,84.31756844,6.560443519,56.31866159,watermelon,1002,1982,97.80439122,watermelon
119,30,49,25.35794749,80.45846265,6.903020221,47.72078245,watermelon,1089,1749,60.60606061,watermelon
97,12,47,25.28784623,89.63667876,6.765094964,58.28697664,watermelon,1212,1313,8.333333333,watermelon
110,7,45,26.63838589,84.69546874,6.189213927,48.32428609,watermelon,1164,1517,30.32646048,watermelon
96,18,50,25.3310446,84.30533791,6.904241707,41.53218699,watermelon,1161,1666,43.49698536,watermelon
83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,watermelon,1051,1811,72.31208373,watermelon
120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,watermelon,1391,1869,34.36376707,watermelon
115,17,55,27.57826922,94.11878202,6.776533055,28.08253201,muskmelon,1151,1645,42.9192007,muskmelon
114,27,48,27.82054812,93.03555162,6.528404378,26.32405487,muskmelon,1002,1048,4.590818363,muskmelon
101,25,52,29.09910406,94.22237826,6.750145572,22.52497327,muskmelon,1350,1323,-2,No
118,18,52,28.04943594,90.83130708,6.562832807,20.76223014,muskmelon,1126,1570,39.43161634,muskmelon
95,26,45,29.91690582,94.55695552,6.117530021,28.16057247,muskmelon,1172,1141,-2.645051195,No
81,25,49,29.86895762,93.25103208,6.076459669,26.26243014,muskmelon,1430,1502,5.034965035,muskmelon
117,24,53,29.17220859,92.21405224,6.293486295,21.30290472,muskmelon,1298,1590,22.49614792,muskmelon
114,30,51,29.24908541,90.06998135,6.069171847,25.93496537,muskmelon,1485,1182,-20.4040404,No
113,6,52,27.76317235,90.35567642,6.740983646,25.21609113,muskmelon,1360,1798,32.20588235,muskmelon
108,26,52,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon,1093,1314,20.21957914,muskmelon
81,30,48,28.52379742,92.09688432,6.041027474,29.86681385,muskmelon,1470,1722,17.14285714,muskmelon
115,9,52,29.06785065,90.97685539,6.019372459,29.1194739,muskmelon,1423,1851,30.07730148,muskmelon
83,7,45,29.08417927,90.73891887,6.704104127,25.33014238,muskmelon,1351,1897,40.41450777,muskmelon
84,21,55,28.47090661,94.79453182,6.494251024,21.08484101,muskmelon,1168,1149,-1.626712329,No
109,26,45,28.27973674,90.38971208,6.224535449,21.58992507,muskmelon,1383,1153,-16.63051338,No
95,27,55,28.47212559,91.21322065,6.160414414,20.88620369,muskmelon,1169,1644,40.63301967,muskmelon
119,5,55,29.68846716,94.30111601,6.168757984,26.83924845,muskmelon,1013,1890,86.5745311,muskmelon
110,14,51,27.02415146,91.66737633,6.085444691,21.26034986,muskmelon,1269,1297,2.206461781,No
82,18,48,29.09588297,94.16748386,6.159050816,26.70581328,muskmelon,1471,1061,-27.87219579,No
87,14,48,29.69238699,92.58862544,6.606033244,29.1102594,muskmelon,1174,1123,-4.344122658,No
85,9,53,28.20619412,92.86798698,6.447662945,28.78654515,muskmelon,1064,1919,80.35714286,muskmelon
100,6,53,29.05248036,93.92217834,6.105909623,23.66620626,muskmelon,1496,1350,-9.759358289,No
107,12,46,29.57240298,93.61870344,6.559763394,27.56918621,muskmelon,1451,1942,33.83873191,muskmelon
91,13,47,29.10968327,92.43510994,6.14410903,27.95602304,muskmelon,1252,1950,55.75079872,muskmelon
102,25,50,28.20480805,92.91440379,6.099662369,20.36001144,muskmelon,1240,1503,21.20967742,muskmelon
117,25,53,29.11858526,92.12543021,6.413927319,24.52020164,muskmelon,1440,1227,-14.79166667,No
85,21,52,29.62800691,90.10051615,6.075144116,23.69586761,muskmelon,1308,1654,26.45259939,muskmelon
104,25,55,29.81196601,90.36881284,6.123802502,22.68766503,muskmelon,1206,1732,43.61525705,muskmelon
102,24,54,27.72338349,90.93897939,6.698468621,22.81863447,muskmelon,1161,1061,-8.613264427,No
116,25,50,29.26092798,92.92367701,6.088885814,28.70627683,muskmelon,1254,1037,-17.3046252,No
100,17,48,29.72791119,94.29753295,6.367800632,26.52364146,muskmelon,1326,1016,-23.3785822,No
110,25,54,28.91105641,90.78413842,6.425930938,23.44398467,muskmelon,1217,1701,39.76992605,muskmelon
104,25,51,28.96361426,93.88482153,6.469983276,23.56130173,muskmelon,1345,1690,25.65055762,muskmelon
107,11,54,28.59052369,91.33617236,6.094016338,29.44008034,muskmelon,1483,1889,27.37693864,muskmelon
98,26,52,27.33897716,90.69759008,6.150090899,28.69113835,muskmelon,1363,1113,-18.34189288,No
88,17,52,29.90415889,90.75284363,6.646962425,25.37828397,muskmelon,1444,1254,-13.15789474,No
87,25,46,27.42711692,90.02696201,6.379690748,21.7508774,muskmelon,1495,1402,-6.220735786,No
120,8,46,29.55657523,90.70937262,6.732834334,28.36535596,muskmelon,1098,1190,8.378870674,muskmelon
95,13,46,29.84070774,93.76312893,6.126019932,23.28207838,muskmelon,1441,1012,-29.77099237,No
108,22,47,28.53545677,91.72742702,6.161123579,25.1290048,muskmelon,1266,1118,-11.69036335,No
82,13,52,27.11535046,94.86907886,6.442810053,26.51924782,muskmelon,1463,1792,22.48803828,muskmelon
120,23,55,27.84492803,91.60666594,6.732049075,26.47844429,muskmelon,1063,1590,49.5766698,muskmelon
110,22,47,29.03157242,91.82172592,6.243673725,24.93861254,muskmelon,1242,1138,-8.373590982,No
95,23,45,27.82424457,90.56698742,6.266208727,21.19014526,muskmelon,1199,1675,39.69974979,muskmelon
106,10,49,27.72653142,92.00687531,6.350623739,20.21126747,muskmelon,1126,1669,48.22380107,muskmelon
99,12,52,28.69708334,94.30759855,6.002927293,22.21807088,muskmelon,1421,1376,-3.166783955,No
106,20,51,29.73019662,90.97015715,6.342573112,20.49035619,muskmelon,1163,1300,11.77987962,muskmelon
83,11,53,29.54097171,92.91778307,6.163921248,21.9653077,muskmelon,1483,1708,15.17194875,muskmelon
117,19,55,28.80311922,91.78336933,6.121745389,25.16359891,muskmelon,1124,1033,-8.096085409,No
98,26,49,27.29035669,90.53330091,6.130160473,23.49535234,muskmelon,1155,1587,37.4025974,muskmelon
113,20,48,27.46583649,94.87679041,6.440584681,27.27899847,muskmelon,1368,1650,20.61403509,muskmelon
101,17,47,29.49401389,94.72981338,6.185053234,26.30820876,muskmelon,1076,1583,47.11895911,muskmelon
98,7,45,27.79161808,92.51054946,6.157724816,26.85422624,muskmelon,1461,1492,2.12183436,No
93,22,48,29.12533739,91.52291141,6.776987974,21.90440445,muskmelon,1262,1085,-14.02535658,No
95,21,47,27.93114233,93.56161439,6.431970877,20.66127836,muskmelon,1433,1782,24.35450105,muskmelon
109,12,48,29.45771748,92.12534736,6.708743843,20.76212031,muskmelon,1411,1162,-17.64705882,No
118,12,47,27.96872279,92.17444796,6.010739645,28.94766949,muskmelon,1122,1497,33.42245989,muskmelon
100,14,49,29.48882958,91.07574233,6.365956658,26.01909355,muskmelon,1388,1690,21.75792507,muskmelon
89,9,47,29.47156259,90.77069618,6.668382766,28.75226067,muskmelon,1042,1669,60.17274472,muskmelon
95,16,46,27.0767265,90.14362622,6.74669542,24.4514648,muskmelon,1423,1673,17.56851722,muskmelon
95,7,45,27.30008597,90.80015308,6.031665834,25.09484511,muskmelon,1045,1877,79.61722488,muskmelon
87,6,45,29.82729394,90.79007335,6.40077205,22.84203589,muskmelon,1355,1704,25.75645756,muskmelon
93,20,50,29.93061247,93.22980899,6.448792689,24.34814338,muskmelon,1171,1315,12.2971819,muskmelon
84,29,49,29.94349168,93.90741192,6.251420275,20.39020503,muskmelon,1148,1492,29.96515679,muskmelon
111,5,47,28.03306461,91.47355778,6.274452811,21.17924769,muskmelon,1357,1128,-16.87546057,No
111,5,52,29.8843055,94.0371147,6.135996372,21.0000988,muskmelon,1280,1185,-7.421875,No
111,15,54,27.7058373,92.91185695,6.194090172,22.06207161,muskmelon,1051,1887,79.5432921,muskmelon
89,11,47,29.78714005,94.65343534,6.327822962,27.8659442,muskmelon,1266,1281,1.184834123,No
110,15,48,28.57819995,92.86597437,6.212567211,27.5987178,muskmelon,1147,1049,-8.544027899,No
95,30,52,29.48069921,90.33698678,6.640470863,26.0365768,muskmelon,1159,1154,-0.431406385,No
115,12,52,27.51492243,94.96218673,6.685553129,21.01796432,muskmelon,1463,1136,-22.35133288,No
120,25,50,28.05457761,94.81637388,6.327210469,21.84869328,muskmelon,1340,1922,43.43283582,muskmelon
102,11,45,29.03167341,93.12603235,6.35544263,24.15591199,muskmelon,1415,1573,11.16607774,muskmelon
94,5,55,28.5854649,91.89216849,6.085682344,26.88372572,muskmelon,1427,1235,-13.45480028,No
84,18,46,27.08808014,93.42402083,6.781050373,25.32159689,muskmelon,1344,1505,11.97916667,muskmelon
107,22,54,27.99611732,90.84660317,6.630301421,21.61893763,muskmelon,1197,1671,39.59899749,muskmelon
80,18,52,27.87317436,91.14849627,6.484799661,24.05207925,muskmelon,1195,1710,43.09623431,muskmelon
86,18,45,28.96586565,90.71832938,6.566759102,22.25838137,muskmelon,1370,1812,32.26277372,muskmelon
113,28,48,28.87726019,92.48839665,6.170520518,24.44267592,muskmelon,1072,1544,44.02985075,muskmelon
115,18,53,29.17052093,94.19790371,6.012480351,22.06994464,muskmelon,1407,1683,19.61620469,muskmelon
82,20,54,29.34033587,90.01506395,6.541150335,21.44532907,muskmelon,1342,1233,-8.122205663,No
98,22,47,29.07265321,91.91533173,6.341400922,28.83568362,muskmelon,1361,1398,2.718589273,No
117,25,54,28.68275966,92.50969311,6.150686364,29.11187663,muskmelon,1032,1032,0,No
83,15,49,28.92705913,91.39356832,6.438008153,23.20076686,muskmelon,1016,1510,48.62204724,muskmelon
120,16,51,27.99901833,91.64193051,6.547041903,23.28618248,muskmelon,1147,1944,69.48561465,muskmelon
111,5,50,27.59350075,91.79742953,6.399891457,24.84266123,muskmelon,1031,1956,89.71871969,muskmelon
85,21,47,29.87331077,90.60932469,6.186770318,24.69720481,muskmelon,1290,1166,-9.612403101,No
90,23,54,28.55852465,90.45773041,6.159020864,27.26588346,muskmelon,1478,1480,0.135317997,No
99,29,55,29.19378695,91.46241065,6.660954816,26.48240255,muskmelon,1271,1797,41.38473643,muskmelon
102,11,47,27.98780984,92.78226196,6.504906979,27.14509034,muskmelon,1058,1402,32.51417769,muskmelon
80,18,51,28.05380704,91.81758779,6.706053225,20.76582087,muskmelon,1050,1919,82.76190476,muskmelon
87,21,52,27.3506296,94.2911951,6.067665498,27.21244021,muskmelon,1257,1103,-12.2513922,No
114,8,52,29.34081108,94.5513539,6.419083092,28.22908103,muskmelon,1165,1932,65.83690987,muskmelon
99,6,46,28.61475136,94.22253035,6.39637861,28.98574189,muskmelon,1003,1383,37.88634098,muskmelon
89,25,50,27.04863538,91.34685096,6.375923383,25.08146686,muskmelon,1439,1572,9.242529534,muskmelon
96,13,55,29.5275305,94.57459443,6.700337732,21.13545688,muskmelon,1155,1006,-12.9004329,No
82,26,47,28.50416396,93.46806467,6.565312653,24.20007242,muskmelon,1271,1964,54.52399685,muskmelon
106,21,52,28.89578588,94.78993038,6.286515359,23.0362503,muskmelon,1125,1020,-9.333333333,No
90,15,52,27.04927452,91.3821731,6.448061578,23.65747461,muskmelon,1293,1620,25.2900232,muskmelon
106,16,54,28.96017885,91.69532178,6.585872508,24.7458198,muskmelon,1439,1994,38.56845031,muskmelon
24,128,196,22.75088787,90.69489172,5.521466996,110.4317855,apple,10574,15291,44.60941933,apple
7,144,197,23.8494014,94.34814995,6.133220586,114.0512495,apple,12402,16152,30.23705854,apple
14,128,205,22.60800988,94.58900601,6.226289556,116.0396587,apple,8885,11095,24.8733821,apple
8,120,201,21.18667419,91.13435689,6.321152192,122.233323,apple,7156,15011,109.7680268,apple
20,129,201,23.41044706,91.69913296,5.587905967,116.0777931,apple,8986,13767,53.20498553,apple
32,137,204,22.86006627,93.12859895,5.824151693,117.7296726,apple,10046,14810,47.42185945,apple
27,139,205,22.48403042,93.40819246,5.772179946,105.5473627,apple,9312,14959,60.64218213,apple
0,123,205,22.02775403,92.96129462,5.790993052,121.1349176,apple,14949,12393,-17.09813365,No
22,144,196,21.91191314,91.68748063,6.499226821,117.0761277,apple,13639,10994,-19.39291737,No
1,124,199,23.71059131,93.27392415,5.658473817,112.6676589,apple,8233,16986,106.3160452,apple
30,122,197,21.37784654,92.72043743,5.573241391,106.1417017,apple,7781,16886,117.0158077,apple
29,121,196,22.84852833,94.32130209,6.079497202,123.5977843,apple,12550,13929,10.98804781,apple
13,126,204,23.1094265,92.79630809,6.383180271,108.183792,apple,10279,17090,66.26130947,apple
9,139,199,23.25230817,94.54128292,5.867420996,105.3558408,apple,9357,15706,67.85294432,apple
0,133,200,23.67287749,90.4935574,5.708418722,104.2298028,apple,14527,12241,-15.73621532,No
30,143,199,23.76881552,90.59810302,5.7983508,102.2648546,apple,10304,12020,16.65372671,apple
36,140,198,23.34386401,91.47684705,6.28188384,104.4267991,apple,11829,15457,30.67038634,apple
37,137,199,22.63946441,90.18451645,5.697945522,108.3405879,apple,8581,13420,56.3920289,apple
33,121,203,22.45696744,94.76285385,5.605934087,114.8407725,apple,12426,17627,41.85578625,apple
7,144,195,22.96388477,93.58065995,5.85648105,104.6472986,apple,11041,17288,56.58001993,apple
35,128,205,21.07273439,93.56585985,6.041053829,107.8737015,apple,7346,14512,97.5496869,apple
29,128,198,22.44075021,92.70785115,5.685062404,121.4977331,apple,8016,12737,58.89471058,apple
2,143,196,22.71271308,90.45261746,5.669489065,109.8852597,apple,14130,13653,-3.375796178,No
34,140,198,21.70416965,93.44006288,5.751707342,115.1781396,apple,11092,13661,23.16083664,apple
29,144,204,22.43324518,92.48667725,5.800448951,119.1025189,apple,14842,15285,2.984772942,No
32,141,203,21.25941052,92.84416234,5.821347769,109.0658471,apple,11430,13848,21.15485564,apple
13,144,197,22.9215706,94.89613443,6.28022267,105.6941544,apple,13410,12758,-4.862043251,No
25,143,198,22.81212536,91.51861705,6.027314401,107.855225,apple,9705,11018,13.52910871,apple
9,137,200,21.12152071,90.6878768,5.636687393,102.8017203,apple,7833,13090,67.11349419,apple
6,144,198,21.11478672,90.31528693,5.559363609,104.5086618,apple,12263,17492,42.64046318,apple
37,126,196,23.59997268,90.97597665,5.596449493,107.1728191,apple,14132,15235,7.804981602,apple
2,120,203,23.12652652,94.71203306,5.893492999,108.6211833,apple,13724,12137,-11.56368406,No
11,143,197,22.98458907,93.3204487,5.875718516,122.1952483,apple,9482,10776,13.64690993,apple
10,141,201,22.12659387,90.97818277,6.386021424,104.5412275,apple,14588,17921,22.84754593,apple
24,142,202,22.53779727,91.48135786,5.710819862,101.8474768,apple,14067,11250,-20.02559181,No
23,138,195,22.49095104,91.70292746,5.795985716,124.3915101,apple,13036,12620,-3.191162933,No
18,125,204,22.35548159,94.47811755,6.046673619,116.7366261,apple,13602,15812,16.24761065,apple
13,121,196,22.20700989,93.50574163,6.443382913,120.1593771,apple,10756,13608,26.51543325,apple
26,122,202,22.44516988,94.73763514,5.617227184,107.1843273,apple,8898,17252,93.88626658,apple
28,123,202,22.76643029,92.12438519,6.442289294,120.4359949,apple,14166,16302,15.07835663,apple
26,121,201,22.19109412,90.02575116,6.162034371,112.3126628,apple,7356,10158,38.091354,apple
21,137,196,23.6119202,91.70293849,5.812781806,123.5900822,apple,12838,12986,1.152827543,No
21,135,198,23.86087054,94.92048112,5.765015126,105.0241329,apple,14117,11564,-18.08457888,No
5,144,205,21.42177231,92.62665309,6.184922574,102.8045658,apple,7127,17185,141.1252982,apple
2,123,205,22.36629253,90.78572467,5.739652177,124.9831618,apple,8821,15858,79.77553565,apple
15,133,199,23.99686172,91.61001707,5.824778636,117.6102915,apple,13955,11903,-14.70440702,No
31,130,198,21.80129837,92.73446667,5.554823557,120.0586671,apple,8480,17066,101.25,apple
25,143,200,23.80436344,92.80441624,6.024248787,100.6192543,apple,7868,11961,52.02084392,apple
16,143,204,23.71475278,91.53331177,5.631333387,121.8961665,apple,11592,13491,16.38198758,apple
19,122,202,23.34467359,90.37981478,5.811975094,112.8954016,apple,10940,15405,40.81352834,apple
10,125,196,22.31253665,90.03577124,5.730557448,113.0688155,apple,7806,12826,64.30950551,apple
20,139,202,23.50201428,92.21083961,5.66999105,107.9868949,apple,10217,13708,34.16854263,apple
28,123,198,23.46260321,91.45665004,5.682751473,111.7763395,apple,12140,13546,11.5815486,apple
28,136,200,23.06204373,92.39544055,6.245858905,114.7399101,apple,9497,15603,64.29398758,apple
2,131,199,22.47420512,91.22759742,6.017370134,124.2179699,apple,9803,17120,74.6404162,apple
2,140,197,22.69780133,92.82223419,5.53456749,105.0508234,apple,13786,16800,21.86275932,apple
27,138,201,23.66682067,93.90191078,5.952367662,105.4004751,apple,10377,15154,46.03449937,apple
30,127,204,22.50050273,92.45878335,6.126436584,100.9343903,apple,8862,12958,46.21981494,apple
32,145,203,23.83053666,90.84422164,6.406818518,109.5966791,apple,11395,13022,14.27819219,apple
29,139,205,23.64142354,93.74461474,6.155939453,116.6912176,apple,13235,17953,35.64790329,apple
26,126,195,21.41363812,92.99124545,5.878568981,118.3979065,apple,9905,12997,31.21655729,apple
40,136,202,22.85267372,94.5764581,5.935336308,117.5314026,apple,8692,10768,23.88403129,apple
6,124,200,22.98208095,93.84505029,5.971332179,109.5852253,apple,9172,15406,67.96772787,apple
35,138,200,21.19909519,90.80819418,5.67130617,103.6838922,apple,11868,10952,-7.718233906,No
17,136,196,23.87192332,90.49939035,5.882155988,103.0548094,apple,7925,16468,107.7981073,apple
33,134,205,21.0365275,94.33919546,6.08551916,114.7412734,apple,11035,14976,35.71363842,apple
16,143,197,22.61711614,93.51978375,5.90402645,116.9256766,apple,11249,17755,57.83625211,apple
27,120,200,21.45278675,90.74531921,6.110218826,116.7036582,apple,7822,13393,71.22219381,apple
29,145,205,22.81227579,92.12992101,6.212302608,109.3383552,apple,8456,14747,74.39687796,apple
3,141,197,21.98141856,91.12719303,6.142803397,115.4789148,apple,7799,12591,61.44377484,apple
15,123,204,22.52709326,92.54780429,6.365972688,115.3830068,apple,12311,17432,41.59694582,apple
5,136,195,22.35628673,91.92360477,6.264202804,107.7697413,apple,8761,13007,48.46478712,apple
10,136,204,21.19852186,92.15595143,6.276198595,105.8554351,apple,13970,16648,19.16964925,apple
7,141,195,23.8812458,93.45067555,5.514253142,104.9116663,apple,13999,11722,-16.26544753,No
2,129,201,22.78234161,94.36803516,5.682343744,122.1449949,apple,14459,16511,14.19185283,apple
29,138,197,22.19055385,92.43764169,5.830892252,121.6622761,apple,11204,10142,-9.478757587,No
30,137,200,22.91430043,90.70475565,5.603413172,118.6044645,apple,13180,15513,17.70106222,apple
